Date,Tenor,Yield
2025-05-15,15Y,12.39
2025-05-15,20Y,12.42
2025-05-16,1M,11.14
2025-05-16,3M,11.17
2025-05-16,6M,11.21
2025-05-16,1Y,11.25
2025-05-16,2Y,11.42
2025-05-16,3Y,11.41
2025-05-16,5Y,11.84
2025-05-16,7Y,12.12
2025-05-16,10Y,12.39
2025-05-16,15Y,12.43
2025-05-16,20Y,12.48
2025-05-19,1M,11.13
2025-05-19,3M,11.17
2025-05-19,6M,11.21
2025-05-19,1Y,11.25
2025-05-19,2Y,11.46
2025-05-19,3Y,11.45
2025-05-19,5Y,11.85
2025-05-19,7Y,12.15
2025-05-19,10Y,12.41
2025-05-19,15Y,12.4
2025-05-19,20Y,12.44
2025-05-20,1M,11.14
2025-05-20,3M,11.18
2025-05-20,6M,11.21
2025-05-20,1Y,11.26
2025-05-20,2Y,11.46
2025-05-20,3Y,11.43
2025-05-20,5Y,11.85
2025-05-20,7Y,12.1
2025-05-20,10Y,12.38
2025-05-20,15Y,12.4
2025-05-20,20Y,12.43
2025-05-21,1M,11.14
2025-05-21,3M,11.18
2025-05-21,6M,11.2
2025-05-21,1Y,11.26
2025-05-21,2Y,11.45
2025-05-21,3Y,11.41
2025-05-21,5Y,11.82
2025-05-21,7Y,12.08
2025-05-21,10Y,12.37
2025-05-21,15Y,12.4
2025-05-21,20Y,12.42
2025-05-22,1M,11.15
2025-05-22,3M,11.17
2025-05-22,6M,11.2
2025-05-22,1Y,11.25
2025-05-22,2Y,11.42
2025-05-22,3Y,11.4
2025-05-22,5Y,11.84
2025-05-22,7Y,12.09
2025-05-22,10Y,12.37
2025-05-22,15Y,12.4
2025-05-22,20Y,12.42
2025-05-23,1M,11.15
2025-05-23,3M,11.17
2025-05-23,6M,11.2
2025-05-23,1Y,11.25
2025-05-23,2Y,11.4
2025-05-23,3Y,11.4
2025-05-23,5Y,11.85
2025-05-23,7Y,12.08
2025-05-23,10Y,12.37
2025-05-23,15Y,12.4
2025-05-23,20Y,12.43
2025-05-26,1M,11.16
2025-05-26,3M,11.18
2025-05-26,6M,11.2
2025-05-26,1Y,11.25
2025-05-26,2Y,11.4
2025-05-26,3Y,11.39
2025-05-26,5Y,11.81
2025-05-26,7Y,12.07
2025-05-26,10Y,12.39
2025-05-26,15Y,12.42
2025-05-26,20Y,12.45
2025-05-27,1M,11.15
2025-05-27,3M,11.17
2025-05-27,6M,11.19
2025-05-27,1Y,11.2
2025-05-27,2Y,11.35
2025-05-27,3Y,11.36
2025-05-27,5Y,11.72
2025-05-27,7Y,12.01
2025-05-27,10Y,12.36
2025-05-27,15Y,12.39
2025-05-27,20Y,12.42
2025-05-30,1M,10.95
2025-05-30,3M,10.93
2025-05-30,6M,10.98
2025-05-30,1Y,11.09
2025-05-30,2Y,11.24
2025-05-30,3Y,11.29
2025-05-30,5Y,11.58
2025-05-30,7Y,11.89
2025-05-30,10Y,12.23
2025-05-30,15Y,12.25
2025-05-30,20Y,12.35
2025-06-02,1M,10.95
2025-06-02,3M,10.9
2025-06-02,6M,10.96
2025-06-02,1Y,11.06
2025-06-02,2Y,11.2
2025-06-02,3Y,11.27
2025-06-02,5Y,11.53
2025-06-02,7Y,11.86
2025-06-02,10Y,12.21
2025-06-02,15Y,12.24
2025-06-02,20Y,12.34
2025-06-03,1M,10.96
2025-06-03,3M,10.91
2025-06-03,6M,10.98
2025-06-03,1Y,11.14
2025-06-03,2Y,11.26
2025-06-03,3Y,11.32
2025-06-03,5Y,11.57
2025-06-03,7Y,11.87
2025-06-03,10Y,12.21
2025-06-03,15Y,12.24
2025-06-03,20Y,12.34
2025-06-04,1M,10.96
2025-06-04,3M,10.92
2025-06-04,6M,10.98
2025-06-04,1Y,11.09
2025-06-04,2Y,11.26
2025-06-04,3Y,11.33
2025-06-04,5Y,11.6
2025-06-04,7Y,11.88
2025-06-04,10Y,12.21
2025-06-04,15Y,12.29
2025-06-04,20Y,12.34
2025-06-10,1M,10.95
2025-06-10,3M,10.92
2025-06-10,6M,10.97
2025-06-10,1Y,11.08
2025-06-10,2Y,11.22
2025-06-10,3Y,11.31
2025-06-10,5Y,11.55
2025-06-10,7Y,11.85
2025-06-10,10Y,12.18
2025-06-10,15Y,12.28
2025-06-10,20Y,12.34
2025-06-12,1M,11.0
2025-06-12,3M,10.91
2025-06-12,6M,10.92
2025-06-12,1Y,10.9
2025-06-12,2Y,11.16
2025-06-12,3Y,11.25
2025-06-12,5Y,11.55
2025-06-12,7Y,11.84
2025-06-12,10Y,12.18
2025-06-12,15Y,12.27
2025-06-12,20Y,12.33
2025-06-13,1M,11.0
2025-06-13,3M,10.93
2025-06-13,6M,10.96
2025-06-13,1Y,10.97
2025-06-13,2Y,11.2
2025-06-13,3Y,11.25
2025-06-13,5Y,11.6
2025-06-13,7Y,11.86
2025-06-13,10Y,12.2
2025-06-13,15Y,12.29
2025-06-13,20Y,12.34
2025-06-16,1M,11.05
2025-06-16,3M,11.02
2025-06-16,6M,11.14
2025-06-16,1Y,11.07
2025-06-16,2Y,11.31
2025-06-16,3Y,11.34
2025-06-16,5Y,11.69
2025-06-16,7Y,11.93
2025-06-16,10Y,12.26
2025-06-16,15Y,12.33
2025-06-16,20Y,12.38
2025-06-17,1M,11.13
2025-06-17,3M,11.06
2025-06-17,6M,11.15
2025-06-17,1Y,11.06
2025-06-17,2Y,11.33
2025-06-17,3Y,11.36
2025-06-17,5Y,11.7
2025-06-17,7Y,11.94
2025-06-17,10Y,12.24
2025-06-17,15Y,12.35
2025-06-17,20Y,12.39
2025-06-18,1M,11.24
2025-06-18,3M,11.11
2025-06-18,6M,11.15
2025-06-18,1Y,11.09
2025-06-18,2Y,11.35
2025-06-18,3Y,11.35
2025-06-18,5Y,11.71
2025-06-18,7Y,11.97
2025-06-18,10Y,12.31
2025-06-18,15Y,12.39
2025-06-18,20Y,12.43
2025-06-19,1M,11.25
2025-06-19,3M,11.15
2025-06-19,6M,11.18
2025-06-19,1Y,11.14
2025-06-19,2Y,11.34
2025-06-19,3Y,11.34
2025-06-19,5Y,11.65
2025-06-19,7Y,12.01
2025-06-19,10Y,12.4
2025-06-19,15Y,12.61
2025-06-19,20Y,12.6
2025-06-20,1M,11.25
2025-06-20,3M,11.19
2025-06-20,6M,11.2
2025-06-20,1Y,11.17
2025-06-20,2Y,11.36
2025-06-20,3Y,11.36
2025-06-20,5Y,11.66
2025-06-20,7Y,12.02
2025-06-20,10Y,12.41
2025-06-20,15Y,12.64
2025-06-20,20Y,12.66
2025-06-23,1M,11.11
2025-06-23,3M,11.17
2025-06-23,6M,11.18
2025-06-23,1Y,11.17
2025-06-23,2Y,11.43
2025-06-23,3Y,11.42
2025-06-23,5Y,11.72
2025-06-23,7Y,12.03
2025-06-23,10Y,12.42
2025-06-23,15Y,12.65
2025-06-23,20Y,12.68
2025-06-24,1M,11.09
2025-06-24,3M,11.1
2025-06-24,6M,11.11
2025-06-24,1Y,11.06
2025-06-24,2Y,11.26
2025-06-24,3Y,11.3
2025-06-24,5Y,11.55
2025-06-24,7Y,11.97
2025-06-24,10Y,12.4
2025-06-24,15Y,12.63
2025-06-24,20Y,12.63
2025-06-25,1M,11.08
2025-06-25,3M,11.02
2025-06-25,6M,11.02
2025-06-25,1Y,10.93
2025-06-25,2Y,11.17
2025-06-25,3Y,11.25
2025-06-25,5Y,11.52
2025-06-25,7Y,11.93
2025-06-25,10Y,12.4
2025-06-25,15Y,12.63
2025-06-25,20Y,12.61
2025-06-26,1M,11.08
2025-06-26,3M,10.9
2025-06-26,6M,10.83
2025-06-26,1Y,10.82
2025-06-26,2Y,11.01
2025-06-26,3Y,11.15
2025-06-26,5Y,11.4
2025-06-26,7Y,11.85
2025-06-26,10Y,12.32
2025-06-26,15Y,12.58
2025-06-26,20Y,12.57
2025-06-27,1M,11.22
2025-06-27,3M,10.99
2025-06-27,6M,10.89
2025-06-27,1Y,10.86
2025-06-27,2Y,11.05
2025-06-27,3Y,11.17
2025-06-27,5Y,11.42
2025-06-27,7Y,11.85
2025-06-27,10Y,12.31
2025-06-27,15Y,12.59
2025-06-27,20Y,12.6
2025-06-30,1M,11.21
2025-06-30,3M,11.01
2025-06-30,6M,10.89
2025-06-30,1Y,10.85
2025-06-30,2Y,11.01
2025-06-30,3Y,11.15
2025-06-30,5Y,11.4
2025-06-30,7Y,11.84
2025-06-30,10Y,12.3
2025-06-30,15Y,12.59
2025-06-30,20Y,12.58
2025-07-02,1M,11.15
2025-07-02,3M,10.98
2025-07-02,6M,10.87
2025-07-02,1Y,10.82
2025-07-02,2Y,10.93
2025-07-02,3Y,11.08
2025-07-02,5Y,11.31
2025-07-02,7Y,11.78
2025-07-02,10Y,12.23
2025-07-02,15Y,12.58
2025-07-02,20Y,12.57
2025-07-03,1M,11.12
2025-07-03,3M,10.92
2025-07-03,6M,10.79
2025-07-03,1Y,10.72
2025-07-03,2Y,10.81
2025-07-03,3Y,10.96
2025-07-03,5Y,11.27
2025-07-03,7Y,11.68
2025-07-03,10Y,12.09
2025-07-03,15Y,12.53
2025-07-03,20Y,12.51
2025-07-04,1M,11.06
2025-07-04,3M,10.88
2025-07-04,6M,10.78
2025-07-04,1Y,10.67
2025-07-04,2Y,10.77
2025-07-04,3Y,10.86
2025-07-04,5Y,11.13
2025-07-04,7Y,11.61
2025-07-04,10Y,12.05
2025-07-04,15Y,12.51
2025-07-04,20Y,12.49
2025-07-08,1M,11.05
2025-07-08,3M,10.92
2025-07-08,6M,10.83
2025-07-08,1Y,10.79
2025-07-08,2Y,10.86
2025-07-08,3Y,10.96
2025-07-08,5Y,11.21
2025-07-08,7Y,11.62
2025-07-08,10Y,12.06
2025-07-08,15Y,12.51
2025-07-08,20Y,12.51
2025-07-09,1M,11.04
2025-07-09,3M,10.9
2025-07-09,6M,10.8
2025-07-09,1Y,10.71
2025-07-09,2Y,10.78
2025-07-09,3Y,10.96
2025-07-09,5Y,11.2
2025-07-09,7Y,11.61
2025-07-09,10Y,12.06
2025-07-09,15Y,12.5
2025-07-09,20Y,12.5
2025-07-10,1M,11.13
2025-07-10,3M,10.9
2025-07-10,6M,10.81
2025-07-10,1Y,10.71
2025-07-10,2Y,10.79
2025-07-10,3Y,10.96
2025-07-10,5Y,11.25
2025-07-10,7Y,11.62
2025-07-10,10Y,12.08
2025-07-10,15Y,12.51
2025-07-10,20Y,12.5
2025-07-14,1M,11.13
2025-07-14,3M,10.91
2025-07-14,6M,10.83
2025-07-14,1Y,10.75
2025-07-14,2Y,10.84
2025-07-14,3Y,10.97
2025-07-14,5Y,11.27
2025-07-14,7Y,11.65
2025-07-14,10Y,12.09
2025-07-14,15Y,12.55
2025-07-14,20Y,12.53
2025-07-16,1M,11.14
2025-07-16,3M,10.91
2025-07-16,6M,10.82
2025-07-16,1Y,10.73
2025-07-16,2Y,10.8
2025-07-16,3Y,10.95
2025-07-16,5Y,11.25
2025-07-16,7Y,11.64
2025-07-16,10Y,12.16
2025-07-16,15Y,12.53
2025-07-16,20Y,12.53
2025-07-17,1M,11.13
2025-07-17,3M,10.87
2025-07-17,6M,10.8
2025-07-17,1Y,10.73
2025-07-17,2Y,10.79
2025-07-17,3Y,10.92
2025-07-17,5Y,11.29
2025-07-17,7Y,11.64
2025-07-17,10Y,12.06
2025-07-17,15Y,12.51
2025-07-17,20Y,12.51
2025-07-18,1M,11.09
2025-07-18,3M,10.87
2025-07-18,6M,10.78
2025-07-18,1Y,10.73
2025-07-18,2Y,10.8
2025-07-18,3Y,10.94
2025-07-18,5Y,11.3
2025-07-18,7Y,11.64
2025-07-18,10Y,12.02
2025-07-18,15Y,12.52
2025-07-18,20Y,12.5
2025-07-21,1M,11.1
2025-07-21,3M,10.87
2025-07-21,6M,10.78
2025-07-21,1Y,10.72
2025-07-21,2Y,10.8
2025-07-21,3Y,10.93
2025-07-21,5Y,11.3
2025-07-21,7Y,11.62
2025-07-21,10Y,12.01
2025-07-21,15Y,12.48
2025-07-21,20Y,12.46
2025-07-22,1M,11.07
2025-07-22,3M,10.87
2025-07-22,6M,10.78
2025-07-22,1Y,10.72
2025-07-22,2Y,10.8
2025-07-22,3Y,10.93
2025-07-22,5Y,11.3
2025-07-22,7Y,11.62
2025-07-22,10Y,12.0
2025-07-22,15Y,12.48
2025-07-22,20Y,12.46
2025-07-23,1M,11.07
2025-07-23,3M,10.86
2025-07-23,6M,10.75
2025-07-23,1Y,10.7
2025-07-23,2Y,10.77
2025-07-23,3Y,10.91
2025-07-23,5Y,11.24
2025-07-23,7Y,11.59
2025-07-23,10Y,11.98
2025-07-23,15Y,12.47
2025-07-23,20Y,12.46
2025-07-24,1M,10.81
2025-07-24,3M,10.62
2025-07-24,6M,10.61
2025-07-24,1Y,10.62
2025-07-24,2Y,10.73
2025-07-24,3Y,10.85
2025-07-24,5Y,11.21
2025-07-24,7Y,11.58
2025-07-24,10Y,11.98
2025-07-24,15Y,12.46
2025-07-24,20Y,12.47
2025-07-25,1M,10.79
2025-07-25,3M,10.61
2025-07-25,6M,10.61
2025-07-25,1Y,10.6
2025-07-25,2Y,10.69
2025-07-25,3Y,10.78
2025-07-25,5Y,11.13
2025-07-25,7Y,11.55
2025-07-25,10Y,11.94
2025-07-25,15Y,12.41
2025-07-25,20Y,12.44
2025-07-28,1M,10.71
2025-07-28,3M,10.57
2025-07-28,6M,10.54
2025-07-28,1Y,10.58
2025-07-28,2Y,10.68
2025-07-28,3Y,10.75
2025-07-28,5Y,11.09
2025-07-28,7Y,11.51
2025-07-28,10Y,11.93
2025-07-28,15Y,12.4
2025-07-28,20Y,12.43
2025-07-29,1M,10.68
2025-07-29,3M,10.56
2025-07-29,6M,10.54
2025-07-29,1Y,10.55
2025-07-29,2Y,10.69
2025-07-29,3Y,10.76
2025-07-29,5Y,11.11
2025-07-29,7Y,11.5
2025-07-29,10Y,11.92
2025-07-29,15Y,12.4
2025-07-29,20Y,12.43
2025-07-30,1M,10.8
2025-07-30,3M,10.67
2025-07-30,6M,10.67
2025-07-30,1Y,10.67
2025-07-30,2Y,10.79
2025-07-30,3Y,10.94
2025-07-30,5Y,11.3
2025-07-30,7Y,11.61
2025-07-30,10Y,11.94
2025-07-30,15Y,12.44
2025-07-30,20Y,12.44
2025-07-31,1M,10.99
2025-07-31,3M,10.85
2025-07-31,6M,10.82
2025-07-31,1Y,10.84
2025-07-31,2Y,11.08
2025-07-31,3Y,11.12
2025-07-31,5Y,11.37
2025-07-31,7Y,11.74
2025-07-31,10Y,12.1
2025-07-31,15Y,12.5
2025-07-31,20Y,12.5
2025-08-04,1M,10.98
2025-08-04,3M,10.9
2025-08-04,6M,10.89
2025-08-04,1Y,10.87
2025-08-04,2Y,11.06
2025-08-04,3Y,11.09
2025-08-04,5Y,11.36
2025-08-04,7Y,11.72
2025-08-04,10Y,12.03
2025-08-04,15Y,12.48
2025-08-04,20Y,12.49
2025-08-05,1M,10.99
2025-08-05,3M,10.91
2025-08-05,6M,10.91
2025-08-05,1Y,10.86
2025-08-05,2Y,11.04
2025-08-05,3Y,11.08
2025-08-05,5Y,11.37
2025-08-05,7Y,11.72
2025-08-05,10Y,12.01
2025-08-05,15Y,12.46
2025-08-05,20Y,12.47
2025-08-06,1M,11.0
2025-08-06,3M,10.92
2025-08-06,6M,10.91
2025-08-06,1Y,10.9
2025-08-06,2Y,11.05
2025-08-06,3Y,11.1
2025-08-06,5Y,11.38
2025-08-06,7Y,11.71
2025-08-06,10Y,12.01
2025-08-06,15Y,12.46
2025-08-06,20Y,12.46
2025-08-07,1M,10.81
2025-08-07,3M,10.78
2025-08-07,6M,10.82
2025-08-07,1Y,10.89
2025-08-07,2Y,11.04
2025-08-07,3Y,11.08
2025-08-07,5Y,11.39
2025-08-07,7Y,11.71
2025-08-07,10Y,12.01
2025-08-07,15Y,12.46
2025-08-07,20Y,12.48
2025-08-08,1M,10.83
2025-08-08,3M,10.83
2025-08-08,6M,10.85
2025-08-08,1Y,10.91
2025-08-08,2Y,11.04
2025-08-08,3Y,11.06
2025-08-08,5Y,11.38
2025-08-08,7Y,11.71
2025-08-08,10Y,12.01
2025-08-08,15Y,12.47
2025-08-08,20Y,12.47
2025-08-11,1M,10.88
2025-08-11,3M,10.85
2025-08-11,6M,10.84
2025-08-11,1Y,10.9
2025-08-11,2Y,11.04
2025-08-11,3Y,11.07
2025-08-11,5Y,11.38
2025-08-11,7Y,11.7
2025-08-11,10Y,12.0
2025-08-11,15Y,12.44
2025-08-11,20Y,12.45
2025-08-12,1M,10.89
2025-08-12,3M,10.86
2025-08-12,6M,10.85
2025-08-12,1Y,10.9
2025-08-12,2Y,11.04
2025-08-12,3Y,11.08
2025-08-12,5Y,11.38
2025-08-12,7Y,11.7
2025-08-12,10Y,12.0
2025-08-12,15Y,12.44
2025-08-12,20Y,12.44
2025-08-13,1M,10.89
2025-08-13,3M,10.85
2025-08-13,6M,10.85
2025-08-13,1Y,10.9
2025-08-13,2Y,11.04
2025-08-13,3Y,11.08
2025-08-13,5Y,11.38
2025-08-13,7Y,11.7
2025-08-13,10Y,12.0
2025-08-13,15Y,12.44
2025-08-13,20Y,12.44
2025-08-15,1M,10.9
2025-08-15,3M,10.85
2025-08-15,6M,10.86
2025-08-15,1Y,10.91
2025-08-15,2Y,11.03
2025-08-15,3Y,11.07
2025-08-15,5Y,11.37
2025-08-15,7Y,11.7
2025-08-15,10Y,12.0
2025-08-15,15Y,12.48
2025-08-15,20Y,12.46
2025-08-18,1M,10.88
2025-08-18,3M,10.85
2025-08-18,6M,10.86
2025-08-18,1Y,10.91
2025-08-18,2Y,11.03
2025-08-18,3Y,11.09
2025-08-18,5Y,11.36
2025-08-18,7Y,11.7
2025-08-18,10Y,12.0
2025-08-18,15Y,12.44
2025-08-18,20Y,12.44
2025-08-19,1M,10.88
2025-08-19,3M,10.85
2025-08-19,6M,10.86
2025-08-19,1Y,10.92
2025-08-19,2Y,11.03
2025-08-19,3Y,11.1
2025-08-19,5Y,11.36
2025-08-19,7Y,11.7
2025-08-19,10Y,12.0
2025-08-19,15Y,12.44
2025-08-19,20Y,12.44
2025-08-21,1M,10.85
2025-08-21,3M,10.81
2025-08-21,6M,10.81
2025-08-21,1Y,10.92
2025-08-21,2Y,11.04
2025-08-21,3Y,11.09
2025-08-21,5Y,11.36
2025-08-21,7Y,11.7
2025-08-21,10Y,12.0
2025-08-21,15Y,12.44
2025-08-21,20Y,12.44
2025-08-22,1M,10.89
2025-08-22,3M,10.8
2025-08-22,6M,10.8
2025-08-22,1Y,10.91
2025-08-22,2Y,11.03
2025-08-22,3Y,11.07
2025-08-22,5Y,11.36
2025-08-22,7Y,11.7
2025-08-22,10Y,12.0
2025-08-22,15Y,12.44
2025-08-22,20Y,12.44
2025-08-25,1M,10.9
2025-08-25,3M,10.8
2025-08-25,6M,10.8
2025-08-25,1Y,10.91
2025-08-25,2Y,11.01
2025-08-25,3Y,11.05
2025-08-25,5Y,11.33
2025-08-25,7Y,11.7
2025-08-25,10Y,12.0
2025-08-25,15Y,12.44
2025-08-25,20Y,12.44
2025-08-26,1M,10.9
2025-08-26,3M,10.8
2025-08-26,6M,10.8
2025-08-26,1Y,10.92
2025-08-26,2Y,11.01
2025-08-26,3Y,11.05
2025-08-26,5Y,11.33
2025-08-26,7Y,11.7
2025-08-26,10Y,12.0
2025-08-26,15Y,12.44
2025-08-26,20Y,12.44
2025-08-28,1M,10.89
2025-08-28,3M,10.8
2025-08-28,6M,10.8
2025-08-28,1Y,10.94
2025-08-28,2Y,11.01
2025-08-28,3Y,11.07
2025-08-28,5Y,11.36
2025-08-28,7Y,11.7
2025-08-28,10Y,12.02
2025-08-28,15Y,12.44
2025-08-28,20Y,12.44
2025-08-29,1M,10.9
2025-08-29,3M,10.8
2025-08-29,6M,10.8
2025-08-29,1Y,10.96
2025-08-29,2Y,11.03
2025-08-29,3Y,11.08
2025-08-29,5Y,11.37
2025-08-29,7Y,11.7
2025-08-29,10Y,12.02
2025-08-29,15Y,12.45
2025-08-29,20Y,12.45
2025-09-01,1M,10.9
2025-09-01,3M,10.81
2025-09-01,6M,10.81
2025-09-01,1Y,10.96
2025-09-01,2Y,11.05
2025-09-01,3Y,11.1
2025-09-01,5Y,11.38
2025-09-01,7Y,11.7
2025-09-01,10Y,12.02
2025-09-01,15Y,12.46
2025-09-01,20Y,12.46
2025-09-02,1M,10.87
2025-09-02,3M,10.81
2025-09-02,6M,10.82
2025-09-02,1Y,10.97
2025-09-02,2Y,11.05
2025-09-02,3Y,11.09
2025-09-02,5Y,11.38
2025-09-02,7Y,11.7
2025-09-02,10Y,12.01
2025-09-02,15Y,12.45
2025-09-02,20Y,12.42
2025-09-03,1M,10.86
2025-09-03,3M,10.8
2025-09-03,6M,10.81
2025-09-03,1Y,10.96
2025-09-03,2Y,11.05
2025-09-03,3Y,11.1
2025-09-03,5Y,11.37
2025-09-03,7Y,11.7
2025-09-03,10Y,12.01
2025-09-03,15Y,12.45
2025-09-03,20Y,12.42
2025-09-05,1M,10.81
2025-09-05,3M,10.8
2025-09-05,6M,10.8
2025-09-05,1Y,10.97
2025-09-05,2Y,11.07
2025-09-05,3Y,11.1
2025-09-05,5Y,11.37
2025-09-05,7Y,11.7
2025-09-05,10Y,12.01
2025-09-05,15Y,12.45
2025-09-05,20Y,12.42
2025-09-08,1M,10.81
2025-09-08,3M,10.8
2025-09-08,6M,10.8
2025-09-08,1Y,10.97
2025-09-08,2Y,11.15
2025-09-08,3Y,11.11
2025-09-08,5Y,11.4
2025-09-08,7Y,11.7
2025-09-08,10Y,12.0
2025-09-08,15Y,12.44
2025-09-08,20Y,12.41
2025-09-10,1M,10.82
2025-09-10,3M,10.81
2025-09-10,6M,10.82
2025-09-10,1Y,10.99
2025-09-10,2Y,11.2
2025-09-10,3Y,11.14
2025-09-10,5Y,11.43
2025-09-10,7Y,11.7
2025-09-10,10Y,11.98
2025-09-10,15Y,12.44
2025-09-10,20Y,12.43
2025-09-11,1M,10.85
2025-09-11,3M,10.84
2025-09-11,6M,10.84
2025-09-11,1Y,11.02
2025-09-11,2Y,11.2
2025-09-11,3Y,11.15
2025-09-11,5Y,11.46
2025-09-11,7Y,11.72
2025-09-11,10Y,12.0
2025-09-11,15Y,12.44
2025-09-11,20Y,12.43
2025-09-12,1M,10.86
2025-09-12,3M,10.85
2025-09-12,6M,10.85
2025-09-12,1Y,11.02
2025-09-12,2Y,11.21
2025-09-12,3Y,11.16
2025-09-12,5Y,11.48
2025-09-12,7Y,11.74
2025-09-12,10Y,12.0
2025-09-12,15Y,12.44
2025-09-12,20Y,12.43
2025-09-16,1M,10.89
2025-09-16,3M,10.85
2025-09-16,6M,10.85
2025-09-16,1Y,11.0
2025-09-16,2Y,11.21
2025-09-16,3Y,11.16
2025-09-16,5Y,11.48
2025-09-16,7Y,11.75
2025-09-16,10Y,12.0
2025-09-16,15Y,12.45
2025-09-16,20Y,12.43
2025-09-17,1M,10.89
2025-09-17,3M,10.85
2025-09-17,6M,10.85
2025-09-17,1Y,11.0
2025-09-17,2Y,11.21
2025-09-17,3Y,11.17
2025-09-17,5Y,11.48
2025-09-17,7Y,11.75
2025-09-17,10Y,12.0
2025-09-17,15Y,12.45
2025-09-17,20Y,12.43
2025-09-18,1M,10.85
2025-09-18,3M,10.84
2025-09-18,6M,10.84
2025-09-18,1Y,10.99
2025-09-18,2Y,11.2
2025-09-18,3Y,11.16
2025-09-18,5Y,11.47
2025-09-18,7Y,11.75
2025-09-18,10Y,12.0
2025-09-18,15Y,12.45
2025-09-18,20Y,12.43
2025-09-19,1M,10.89
2025-09-19,3M,10.85
2025-09-19,6M,10.85
2025-09-19,1Y,10.99
2025-09-19,2Y,11.2
2025-09-19,3Y,11.15
2025-09-19,5Y,11.45
2025-09-19,7Y,11.74
2025-09-19,10Y,12.0
2025-09-19,15Y,12.45
2025-09-19,20Y,12.43
2025-09-22,1M,10.89
2025-09-22,3M,10.86
2025-09-22,6M,10.85
2025-09-22,1Y,10.99
2025-09-22,2Y,11.2
2025-09-22,3Y,11.15
2025-09-22,5Y,11.45
2025-09-22,7Y,11.75
2025-09-22,10Y,12.0
2025-09-22,15Y,12.45
